subcorridor,direction,stopOrderCor,stopId,stopName,depTime,tripCount,m_dwellTime,m_travelTime,m_runTime,sd_dwellTime,sd_travelTime,sd_runTime,p10_travelTime,p90_travelTime,p95_travelTime
2nd to Broad,direction-1,5,14881,7th St,2021-01-01T17:30:00Z,21,49.91314285714286,56.263285714285715,106.17642857142857,22.79631140400945,14.88106900777917,28.202906446980652,39.253,73.183,78.096
2nd to Broad,direction-1,5,14881,7th St,2021-01-01T17:40:00Z,29,50.863344827586204,62.796,113.65934482758621,27.068570467657903,14.754973134990308,24.486461516338636,38.632799999999996,76.98,81.01499999999999
2nd to Broad,direction-1,5,14881,7th St,2021-01-01T17:50:00Z,19,44.17357894736842,55.920947368421054,100.09452631578948,24.709822701184578,15.295931508714931,30.275665549833583,42.26780000000001,72.502,82.55099999999996
2nd to Broad,direction-1,6,14882,8th St,2021-01-01T15:00:00Z,16,63.7299375,22.5189375,86.248875,33.52168589330147,10.130049789076393,34.10361336061034,15.141,37.082,46.13675
2nd to Broad,direction-1,6,14882,8th St,2021-01-01T15:10:00Z,30,50.47906666666667,27.610533333333333,78.0896,23.083046470087734,13.680248504834369,27.46634189092107,17.3014,45.62530000000001,54.39329999999998
2nd to Broad,direction-1,6,14882,8th St,2021-01-01T15:20:00Z,27,47.174814814814816,26.163074074074075,73.33788888888888,33.016929482681874,8.022166611841724,33.215166902084555,18.869,36.736200000000004,37.7456
2nd to Broad,direction-1,6,14882,8th St,2021-01-01T15:30:00Z,21,39.550333333333334,23.57761904761905,63.12795238095238,21.203971600465167,16.087892274863698,28.785905452975054,9.388,36.836,59.609
2nd to Broad,direction-1,6,14882,8th St,2021-01-01T15:40:00Z,30,54.4559,23.3832,77.8391,33.588673027499546,13.082836823026229,36.8898915182877,10.7934,45.1037,47.91764999999999
2nd to Broad,direction-1,6,14882,8th St,2021-01-01T15:50:00Z,34,59.31902941176471,27.213617647058822,86.53264705882353,51.21239953162698,18.217596889412548,54.60541544454778,14.8437,43.6307,62.665299999999874
2nd to Broad,direction-1,6,14882,8th St,2021-01-01T16:00:00Z,15,49.98213333333334,14.539200000000001,64.52133333333333,32.979267465369524,13.820141126010876,42.93290056865591,7.682,21.587199999999996,36.55129999999996
2nd to Broad,direction-1,6,14882,8th St,2021-01-01T16:10:00Z,31,41.102935483870965,14.435258064516129,55.5381935483871,23.76012928406954,5.136474543028788,23.82268772888477,10.543,23.511,23.8355
2nd to Broad,direction-1,6,14882,8th St,2021-01-01T16:20:00Z,20,54.1639,19.5818,73.7457,36.003154693501656,11.953122325414217,38.30537352863722,10.997100000000001,30.457000000000022,45.91110000000001
2nd to Broad,direction-1,6,14882,8th St,2021-01-01T16:30:00Z,34,63.77029411764706,19.382411764705882,83.15270588235295,54.58399897823837,24.566420936788774,64.68812604710875,4.854,33.1014,49.385149999999996
2nd to Broad,direction-1,6,14882,8th St,2021-01-01T16:40:00Z,35,48.35574285714286,17.732542857142857,66.08828571428572,33.58716138238018,11.97478076268145,41.37131746154818,9.751,31.281400000000005,42.27929999999998
2nd to Broad,direction-1,6,14882,8th St,2021-01-01T16:50:00Z,20,42.70445,9.68325,52.3877,31.744404260270404,3.6520485365282176,32.717056573790856,7.18,12.636200000000008,17.502150000000004
