subcorridor,direction,stopOrderCor,stopId,stopName,depTime,tripCount,m_dwellTime,m_travelTime,m_runTime,m_excessTravel,sd_dwellTime,sd_travelTime,sd_runTime,sd_excessTravel,p10_travelTime,p90_travelTime,p95_travelTime,p10_runTime,p90_runTime,p95_runTime,buf_indx_runTime,buf_time_runTime
19th to 15th,direction-0,1,31348,JFK Blvd,2021-01-01T15:00:00Z,25,44.06932,6.4178,50.48712,5.390376,26.39526544938189,7.574203715022898,27.105792811562132,7.573478571374363,1.3178,19.168800000000005,21.637999999999998,22.6496,84.7968,86.47160000000001,0.7127457458456734,86.4716s (~1.44 minutes)
19th to 15th,direction-0,1,31348,JFK Blvd,2021-01-01T15:10:00Z,37,47.21654054054054,8.309621621621622,55.526162162162166,7.480940540540541,36.6932218465138,8.932311388534423,37.958810584276385,8.912599645615922,1.7157999999999998,15.613,18.53799999999996,7.8801999999999985,91.4802,127.6049999999999,1.2981058843457265,127.605s (~2.13 minutes)
19th to 15th,direction-0,1,31348,JFK Blvd,2021-01-01T15:20:00Z,37,48.414675675675674,7.511810810810811,55.92648648648649,6.566627027027026,41.06574661243037,8.269018065572766,41.455499406406076,8.300957406750964,1.7325999999999997,23.5978,26.343799999999995,15.116399999999999,94.03379999999996,133.63539999999978,1.3894832018866425,133.6354s (~2.23 minutes)
19th to 15th,direction-0,1,31348,JFK Blvd,2021-01-01T15:30:00Z,26,50.351807692307695,5.6845384615384615,56.036346153846154,4.847903846153846,31.500839856764745,6.262952187144776,31.06682445174248,6.23804908255655,1.783,10.3545,18.7275,24.2905,82.62,110.36825,0.9695832718462263,110.36825s (~1.84 minutes)
19th to 15th,direction-0,1,31348,JFK Blvd,2021-01-01T15:40:00Z,12,71.88808333333333,6.101166666666667,77.98925,5.098425,69.93169148983019,4.437695877025565,71.81372963833714,4.421100980139553,1.7899,11.466800000000001,13.033599999999998,36.2139,103.87769999999999,187.57514999999984,1.405141093163479,187.57515s (~3.13 minutes)
19th to 15th,direction-0,1,31348,JFK Blvd,2021-01-01T15:50:00Z,35,37.30108571428571,9.474285714285715,46.775371428571425,8.522908571428571,31.736157249469024,7.2816503970049045,34.15047941536341,7.207921793145431,0.9370000000000002,12.93,18.780299999999947,6.679,94.19060000000002,100.26409999999997,1.1435233315700932,100.2641s (~1.67 minutes)
19th to 15th,direction-0,1,31348,JFK Blvd,2021-01-01T16:00:00Z,20,40.1211,7.0529,47.174,6.132265,28.34938892110375,6.155622136243463,32.34923519310692,6.136184406862812,1.7325000000000002,14.4446,15.809000000000005,14.535900000000002,68.96270000000003,90.22415000000004,0.9125821427057286,90.22415s (~1.5 minutes)
19th to 15th,direction-0,1,31348,JFK Blvd,2021-01-01T16:10:00Z,29,49.749310344827585,9.785448275862068,59.53475862068966,8.797568965517241,35.464136636389895,14.366010420399075,37.65265187839191,14.341494740240977,1.6776,20.811399999999995,31.377999999999965,24.352999999999998,100.09439999999998,134.85319999999993,1.2651171034249467,134.8532s (~2.25 minutes)
19th to 15th,direction-0,1,31348,JFK Blvd,2021-01-01T16:20:00Z,17,49.33635294117647,9.935941176470589,59.27229411764706,9.078405882352941,41.54702710926074,23.98775474453213,45.82955474604339,23.93222165027911,0.6998,12.7488,31.04919999999994,8.9836,126.0308,134.2796,1.2654699299047565,134.2796s (~2.24 minutes)
19th to 15th,direction-0,1,31348,JFK Blvd,2021-01-01T16:30:00Z,30,86.4993,8.304466666666666,94.80376666666666,7.369336666666666,57.125767548544545,12.399252932816317,59.54344228213336,12.391675739159385,1.7753999999999999,19.385400000000015,37.92749999999995,29.741100000000003,179.2972,184.91015,0.9504515115960582,184.91015s (~3.08 minutes)
19th to 15th,direction-0,1,31348,JFK Blvd,2021-01-01T16:40:00Z,9,48.88733333333333,23.53988888888889,72.42722222222223,22.61412222222222,42.25382048406984,15.101411303620305,42.163810488906776,15.001476739706142,2.2636,34.76419999999999,42.33059999999999,27.5322,125.33499999999998,138.499,0.9122506117251798,138.499s (~2.31 minutes)
19th to 15th,direction-0,1,31348,JFK Blvd,2021-01-01T16:50:00Z,25,70.81992,9.2778,80.09772,8.413848,70.78291113439741,7.871285489041799,69.68174960401515,7.850053825564935,1.783,22.183600000000006,25.88799999999999,11.004800000000001,171.86140000000003,192.90779999999995,1.4084056325198766,192.9078s (~3.22 minutes)
19th to 15th,direction-0,1,31348,JFK Blvd,2021-01-01T17:00:00Z,27,67.76311111111112,6.213592592592592,73.9767037037037,5.2458074074074075,78.89797177042753,6.475802559465026,78.27336979744321,6.422470361875856,0.7516,13.84620000000001,17.1085,7.912200000000001,156.65600000000006,210.64869999999996,1.8475004893933067,210.6487s (~3.51 minutes)
19th to 15th,direction-0,1,31348,JFK Blvd,2021-01-01T17:10:00Z,19,34.08984210526316,7.152684210526316,41.242526315789476,6.3049684210526316,22.757828927067806,7.806949290732596,22.43732078818785,7.716289044111858,0.7448,15.708399999999994,22.73809999999999,12.312800000000001,60.145199999999996,65.01839999999991,0.5764892650406814,65.0183999999999s (~1.08 minutes)
19th to 15th,direction-0,1,31348,JFK Blvd,2021-01-01T17:20:00Z,13,77.44261538461538,6.553846153846154,83.99646153846153,5.591584615384615,49.14842270703856,8.407844351617461,51.09655758074671,8.358489317837897,0.8606000000000003,11.1964,19.333399999999973,14.682400000000003,142.8026,161.04719999999995,0.9173093372065119,161.0472s (~2.68 minutes)
19th to 15th,direction-0,1,31348,JFK Blvd,2021-01-01T17:30:00Z,15,51.438266666666664,6.1416,57.57986666666667,5.195946666666667,28.223167442639,8.871878161600604,28.27813914332985,8.826429223714316,1.3306000000000002,16.939599999999995,23.680899999999987,24.906000000000006,90.09859999999999,103.46919999999997,0.7969683847826434,103.4692s (~1.72 minutes)
19th to 15th,direction-0,1,31348,JFK Blvd,2021-01-01T17:50:00Z,12,82.03425,11.913333333333334,93.94758333333334,10.884933333333334,52.717096481855606,5.301813966307507,52.92728888932667,5.301813966307506,7.3346,13.444,19.02514999999999,55.424400000000006,171.2633,191.76045,1.0411429777775016,191.76045s (~3.2 minutes)
19th to 15th,direction-0,2,10272,18th St,2021-01-01T15:00:00Z,25,66.05884,53.35724,119.41608000000001,43.196889999999996,76.3505912756411,29.382905434509592,79.37152060768817,29.382905434509592,24.297400000000003,78.71260000000001,108.74379999999988,59.415000000000006,181.21640000000002,232.2631999999998,0.9449909928378137,232.2632s (~3.87 minutes)
19th to 15th,direction-0,2,10272,18th St,2021-01-01T15:10:00Z,37,44.96743243243243,43.32156756756757,88.289,38.04606081081081,33.49226539196155,37.709845294579786,44.41657060464909,38.63149800023424,9.9628,97.63119999999999,106.34959999999997,24.6178,147.8866,153.05739999999997,0.733595351629308,153.0574s (~2.55 minutes)
19th to 15th,direction-0,2,10272,18th St,2021-01-01T15:20:00Z,37,50.4914054054054,58.77962162162162,109.27102702702703,50.66703783783784,29.34881089627867,41.6674515801745,49.12931565407906,41.77458006121035,11.849599999999999,117.35679999999999,139.4321999999999,56.2762,153.4758,196.19419999999985,0.7954823463997762,196.1942s (~3.27 minutes)
19th to 15th,direction-0,2,10272,18th St,2021-01-01T15:30:00Z,26,39.42442307692308,61.89619230769231,101.32061538461538,56.084201923076925,27.109586052425186,27.785615992479606,43.10166464820302,28.437544003800618,32.911,94.116,100.599,44.476,145.7155,179.34724999999997,0.7700963354712533,179.34725s (~2.99 minutes)
19th to 15th,direction-0,2,10272,18th St,2021-01-01T15:40:00Z,12,45.02791666666667,85.72875,130.75666666666666,76.19596666666666,22.113062451691857,47.810864290499346,47.47322293353348,47.824306315775786,41.185300000000005,119.5785,159.19019999999995,101.646,174.0354,206.60799999999995,0.5800953424936902,206.608s (~3.44 minutes)
19th to 15th,direction-0,2,10272,18th St,2021-01-01T15:50:00Z,35,36.195257142857145,76.06997142857144,112.26522857142858,67.41578142857142,29.504806157185804,37.19819532662819,51.36926228562902,37.09353853391348,31.872,122.77620000000002,153.8832,52.5262,183.8268,201.56149999999988,0.7954045305466659,201.5615s (~3.36 minutes)
19th to 15th,direction-0,2,10272,18th St,2021-01-01T16:00:00Z,20,57.92405,65.45645,123.3805,57.93188,31.995735086636323,43.2263516466701,57.95327107293109,41.887422873837494,9.164200000000001,114.42150000000002,129.3392,58.1206,193.06640000000007,225.70395,0.8293324309757214,225.70395s (~3.76 minutes)
19th to 15th,direction-0,2,10272,18th St,2021-01-01T16:10:00Z,29,50.75513793103448,78.15710344827586,128.91224137931036,68.77580172413793,28.663167239413394,35.04393491170846,34.824582947615745,34.99124054431971,45.5322,102.04239999999999,112.95239999999998,86.6522,169.38299999999998,176.8524,0.3718821277773837,176.8524s (~2.95 minutes)
19th to 15th,direction-0,2,10272,18th St,2021-01-01T16:20:00Z,17,57.44564705882353,118.14335294117647,175.589,110.19794411764707,50.74022184734362,48.42101639389292,83.90519578741831,50.01466714845345,59.047,179.2742,190.1242,76.48060000000001,285.5546,294.23339999999996,0.6756938076986597,294.2334s (~4.9 minutes)
19th to 15th,direction-0,2,10272,18th St,2021-01-01T16:30:00Z,30,61.079433333333334,125.8895,186.96893333333333,117.48633666666667,43.60512216565399,71.33364724706684,71.70421197263165,72.33385678703578,53.400999999999996,227.3753,258.12519999999984,114.9853,283.7817,290.024,0.5511881831348809,290.024s (~4.83 minutes)
19th to 15th,direction-0,2,10272,18th St,2021-01-01T16:40:00Z,9,45.18833333333333,145.04444444444445,190.23277777777778,137.39436111111112,25.496096519859663,58.49619451535098,66.59417630277022,58.92433713476217,94.86720000000001,215.6282,228.7866,111.5588,252.94979999999993,289.0333999999999,0.5193669743793418,289.0334s (~4.82 minutes)
19th to 15th,direction-0,2,10272,18th St,2021-01-01T16:50:00Z,25,64.65404,100.68132,165.33536,94.135754,49.45159257839933,57.244777130552855,89.8291545188606,55.82622515733145,29.72,174.37740000000002,183.6454,45.59420000000001,272.39820000000003,282.85179999999997,0.7107762066142412,282.8518s (~4.71 minutes)
19th to 15th,direction-0,2,10272,18th St,2021-01-01T17:00:00Z,27,46.7352962962963,107.008,153.7432962962963,96.84765,37.96061593163146,45.881435147897996,62.70999575261864,45.881435147897996,47.928000000000004,157.35180000000003,168.19639999999998,77.538,226.81220000000002,233.52960000000002,0.5189579358955488,233.5296s (~3.89 minutes)
19th to 15th,direction-0,2,10272,18th St,2021-01-01T17:10:00Z,19,45.82478947368421,70.17594736842105,116.00073684210527,63.97917631578947,48.47557683408895,58.51754134870224,86.42645681595558,55.70606426649758,6.4292,139.0864,151.18609999999984,22.2766,201.6445999999999,295.36019999999996,1.5461924470534214,295.3602s (~4.92 minutes)
19th to 15th,direction-0,2,10272,18th St,2021-01-01T17:20:00Z,13,53.78946153846154,65.30869230769231,119.09815384615385,55.22744615384615,36.40502190086643,48.68945319297362,70.51191326984653,48.591315908797185,16.192999999999998,133.04240000000001,137.79299999999998,38.400400000000005,200.9484,218.01899999999995,0.830582531796656,218.019s (~3.63 minutes)
19th to 15th,direction-0,2,10272,18th St,2021-01-01T17:30:00Z,15,60.0062,46.794866666666664,106.80106666666667,38.24951333333333,40.75846763417038,27.740501215645654,51.404594934231135,26.635900675755984,13.813200000000005,83.27799999999999,89.9893,55.82360000000001,176.13119999999998,192.7659,0.804906130775223,192.7659s (~3.21 minutes)
19th to 15th,direction-0,2,10272,18th St,2021-01-01T17:50:00Z,12,48.93333333333334,32.34983333333333,81.28316666666666,22.6949625,27.577534247127954,26.24324939980958,27.83758446232305,25.749060895391935,8.2721,49.693799999999996,68.56954999999996,39.5209,115.4288,116.35040000000001,0.4314206098433667,116.3504s (~1.94 minutes)
19th to 15th,direction-0,3,18451,16th St,2021-01-01T15:00:00Z,25,58.407560000000004,55.53028,113.93784,49.68978,23.95406761053329,79.44472873876948,81.23291764461415,79.44472873876948,12.055200000000001,81.9966,125.69499999999985,61.47840000000001,152.20960000000002,152.58640000000003,0.3392074134457879,152.5864s (~2.54 minutes)
19th to 15th,direction-0,3,18451,16th St,2021-01-01T15:10:00Z,37,42.068621621621624,76.71691891891892,118.78554054054054,70.3694027027027,49.21625100984394,42.63387633116441,49.29167069686915,42.47384838177544,14.514799999999997,127.2756,131.308,60.419399999999996,175.1642,190.06139999999994,0.6000381791850627,190.0614s (~3.17 minutes)
19th to 15th,direction-0,3,18451,16th St,2021-01-01T15:20:00Z,37,64.91094594594594,49.52008108108108,114.43102702702703,43.46832432432432,36.8712108915358,36.924815300356826,42.064951553445226,36.93414703066614,12.6252,103.33579999999998,111.24939999999998,66.1964,159.4294,187.11999999999998,0.6352208388010432,187.12s (~3.12 minutes)
19th to 15th,direction-0,3,18451,16th St,2021-01-01T15:30:00Z,26,48.749384615384614,69.50892307692308,118.2583076923077,63.21747115384615,36.60019904981603,21.802447466141185,41.972467974870604,21.721580155979318,46.8,100.168,103.73825000000001,73.623,175.7495,206.4605,0.7458435185558601,206.4605s (~3.44 minutes)
19th to 15th,direction-0,3,18451,16th St,2021-01-01T15:40:00Z,12,60.797,83.47716666666666,144.27416666666667,77.57152916666666,21.237748395465346,49.47953375585677,50.46491133601163,49.453257678532154,34.074000000000005,137.02360000000002,170.04839999999996,97.47370000000001,187.0786,225.27509999999995,0.5614375407932809,225.2751s (~3.75 minutes)
19th to 15th,direction-0,3,18451,16th St,2021-01-01T15:50:00Z,35,55.61308571428572,66.31897142857143,121.93205714285715,60.32214142857143,39.84615293879509,28.054407464871577,47.57494977336093,28.02108399478624,36.569,98.2872,105.61739999999996,85.00479999999999,174.5278,216.51159999999993,0.7756741342133856,216.5116s (~3.61 minutes)
19th to 15th,direction-0,3,18451,16th St,2021-01-01T16:00:00Z,20,49.54735,79.46135,129.0087,73.3472725,24.627302316684393,23.257686146112057,39.34831485872111,23.20638531505179,58.47839999999999,107.00430000000003,115.46230000000001,88.40530000000001,188.30660000000003,194.59295000000003,0.5083707532902821,194.59295s (~3.24 minutes)
19th to 15th,direction-0,3,18451,16th St,2021-01-01T16:10:00Z,29,64.78017241379311,74.65751724137931,139.43768965517242,68.73615689655172,29.09590300082638,24.498029408535658,40.99629339526009,24.425378198237073,42.324,97.079,110.24279999999996,93.42680000000001,181.3768,189.23039999999997,0.3570964957033086,189.2304s (~3.15 minutes)
19th to 15th,direction-0,3,18451,16th St,2021-01-01T16:20:00Z,17,38.98364705882353,112.95305882352942,151.93670588235295,106.88266176470589,23.885422983854546,45.17133083393519,35.78628171654032,45.39240226174121,72.8884,171.38840000000002,204.0494,112.27980000000001,187.9812,207.10719999999998,0.3631149813157489,207.1072s (~3.45 minutes)
19th to 15th,direction-0,3,18451,16th St,2021-01-01T16:30:00Z,30,64.62206666666667,143.26573333333334,207.8878,137.24284833333334,47.65693136179656,39.634473422926206,67.39098594097398,39.75092054272083,92.54400000000001,190.25709999999998,198.46579999999997,142.7535,281.6872,347.63824999999986,0.6722397851148546,347.63825s (~5.79 minutes)
19th to 15th,direction-0,3,18451,16th St,2021-01-01T16:40:00Z,9,49.89633333333333,67.16722222222222,117.06355555555555,61.06617222222222,25.452886854932583,31.66583006877357,48.42114254153631,31.62762441502,33.1794,99.55859999999998,104.07579999999999,79.21220000000001,169.52139999999997,173.9142,0.4856391399923308,173.9142s (~2.9 minutes)
19th to 15th,direction-0,3,18451,16th St,2021-01-01T16:50:00Z,25,51.17372,89.77692,140.95064,83.561228,33.88666148540848,38.11930169209994,55.93300541859579,38.22489541936881,52.404399999999995,126.73840000000001,162.72119999999987,79.2426,209.25860000000006,240.28459999999993,0.704742880202601,240.2846s (~4 minutes)
