stop_id,agency_id,route_id
18098,SEPTA,57
18099,SEPTA,57
1810,SEPTA,130
18100,SEPTA,57
18101,SEPTA,57
18102,SEPTA,57
18103,SEPTA,57
18104,SEPTA,57
18105,SEPTA,57
18106,SEPTA,56
18108,SEPTA,56
18114,SEPTA,57
18115,SEPTA,57
18116,SEPTA,57
18119,SEPTA,57
1812,SEPTA,130
18120,SEPTA,57
18121,SEPTA,57
18122,SEPTA,57
18123,SEPTA,57
18124,SEPTA,57
18125,SEPTA,57
18126,SEPTA,57
18127,SEPTA,57
18128,SEPTA,57
18129,SEPTA,57
18130,SEPTA,57
18131,SEPTA,57
18132,SEPTA,57
18133,SEPTA,57
18134,SEPTA,56
18136,SEPTA,57
18136,SEPTA,7
18136,SEPTA,703
18137,SEPTA,57
18137,SEPTA,7
18137,SEPTA,703
18138,SEPTA,57
18138,SEPTA,7
18138,SEPTA,703
18139,SEPTA,57
18139,SEPTA,7
18139,SEPTA,703
18140,SEPTA,57
18140,SEPTA,7
18140,SEPTA,703
18141,SEPTA,57
18141,SEPTA,7
18141,SEPTA,703
18142,SEPTA,57
18143,SEPTA,56
18144,SEPTA,56
18144,SEPTA,89
18146,SEPTA,56
18148,SEPTA,56
18149,SEPTA,56
18150,SEPTA,56
18151,SEPTA,56
18152,SEPTA,56
18153,SEPTA,56
18154,SEPTA,53
18154,SEPTA,56
1816,SEPTA,130
18161,SEPTA,56
18161,SEPTA,801
18161,SEPTA,802
18162,SEPTA,56
18162,SEPTA,801
18162,SEPTA,802
18163,SEPTA,56
18163,SEPTA,801
18163,SEPTA,802
18164,SEPTA,56
18164,SEPTA,801
18164,SEPTA,802
18165,SEPTA,56
18165,SEPTA,801
18165,SEPTA,802
18166,SEPTA,801
18166,SEPTA,802
18167,SEPTA,801
18167,SEPTA,802
18168,SEPTA,801
18168,SEPTA,802
18169,SEPTA,802
1817,SEPTA,131
18170,SEPTA,802
18171,SEPTA,802
18172,SEPTA,802
18173,SEPTA,802
18174,SEPTA,802
18175,SEPTA,802
18176,SEPTA,802
18177,SEPTA,802
18178,SEPTA,802
18179,SEPTA,802
1818,SEPTA,131
18180,SEPTA,802
18181,SEPTA,802
18182,SEPTA,802
18183,SEPTA,802
18184,SEPTA,802
18185,SEPTA,802
18186,SEPTA,802
18187,SEPTA,802
18188,SEPTA,56
18189,SEPTA,802
18190,SEPTA,802
18191,SEPTA,802
18192,SEPTA,802
18193,SEPTA,4
18193,SEPTA,56
18194,SEPTA,56
18195,SEPTA,56
18196,SEPTA,56
18197,SEPTA,56
18198,SEPTA,56
182,SEPTA,703
182,SEPTA,WPA
18201,SEPTA,56
18202,SEPTA,56
18203,SEPTA,56
18204,SEPTA,56
18205,SEPTA,56
18206,SEPTA,56
18207,SEPTA,56
18208,SEPTA,53
18208,SEPTA,56
18210,SEPTA,56
18211,SEPTA,53
18211,SEPTA,56
18211,SEPTA,801
18211,SEPTA,802
18212,SEPTA,56
18212,SEPTA,801
18212,SEPTA,802
18213,SEPTA,2
18213,SEPTA,56
18213,SEPTA,801
18213,SEPTA,802
18214,SEPTA,2
18214,SEPTA,56
18214,SEPTA,801
18214,SEPTA,802
18215,SEPTA,2
18215,SEPTA,56
18215,SEPTA,801
18215,SEPTA,802
18216,SEPTA,56
18216,SEPTA,801
18216,SEPTA,802
18217,SEPTA,56
18217,SEPTA,801
18217,SEPTA,802
18218,SEPTA,1
18218,SEPTA,56
18218,SEPTA,801
18218,SEPTA,802
18218,SEPTA,R
18219,SEPTA,801
18219,SEPTA,802
1822,SEPTA,131
18220,SEPTA,801
18220,SEPTA,802
18221,SEPTA,801
18221,SEPTA,802
18222,SEPTA,801
18222,SEPTA,802
18223,SEPTA,801
18223,SEPTA,802
18224,SEPTA,801
18224,SEPTA,802
18225,SEPTA,801
18225,SEPTA,802
18226,SEPTA,801
18226,SEPTA,802
18227,SEPTA,801
18227,SEPTA,802
18228,SEPTA,801
18228,SEPTA,802
18229,SEPTA,801
18229,SEPTA,802
18230,SEPTA,801
18230,SEPTA,802
18231,SEPTA,801
18231,SEPTA,802
18232,SEPTA,801
18232,SEPTA,802
18233,SEPTA,801
18233,SEPTA,802
18234,SEPTA,801
18234,SEPTA,802
18235,SEPTA,801
18235,SEPTA,802
18236,SEPTA,801
18236,SEPTA,802
18237,SEPTA,801
18237,SEPTA,802
18241,SEPTA,65
18241,SEPTA,802
18243,SEPTA,802
18244,SEPTA,802
18245,SEPTA,802
18246,SEPTA,802
18247,SEPTA,802
18248,SEPTA,18
18248,SEPTA,802
18249,SEPTA,802
18250,SEPTA,802
18251,SEPTA,802
18252,SEPTA,802
18253,SEPTA,802
18254,SEPTA,802
18255,SEPTA,802
18256,SEPTA,802
18257,SEPTA,802
18258,SEPTA,802
18259,SEPTA,802
18260,SEPTA,802
18261,SEPTA,802
18262,SEPTA,802
18264,SEPTA,16
18264,SEPTA,22
18264,SEPTA,802
18267,SEPTA,801
18268,SEPTA,801
18269,SEPTA,801
1827,SEPTA,123
1827,SEPTA,124
1827,SEPTA,125
1827,SEPTA,139
1827,SEPTA,92
1827,SEPTA,99
18270,SEPTA,801
18271,SEPTA,801
18272,SEPTA,1
18272,SEPTA,56
18272,SEPTA,R
18273,SEPTA,4
18275,SEPTA,53
18275,SEPTA,801
18276,SEPTA,801
18277,SEPTA,801
18278,SEPTA,801
18279,SEPTA,801
18280,SEPTA,801
18281,SEPTA,801
18282,SEPTA,801
18283,SEPTA,801
18284,SEPTA,801
18285,SEPTA,801
18286,SEPTA,801
18287,SEPTA,56
18288,SEPTA,801
18289,SEPTA,801
18290,SEPTA,801
18291,SEPTA,801
18292,SEPTA,801
18293,SEPTA,801
18294,SEPTA,801
18295,SEPTA,801
18296,SEPTA,801
18297,SEPTA,801
18298,SEPTA,801
18300,SEPTA,801
18301,SEPTA,801
18302,SEPTA,801
18304,SEPTA,131
18304,SEPTA,90
18304,SEPTA,93
18305,SEPTA,801
18306,SEPTA,801
18307,SEPTA,131
18307,SEPTA,90
18307,SEPTA,93
18308,SEPTA,131
18308,SEPTA,90
18309,SEPTA,801
1831,SEPTA,92
18310,SEPTA,801
18311,SEPTA,801
18312,SEPTA,801
18315,SEPTA,131
18316,SEPTA,22
18316,SEPTA,801
18318,SEPTA,131
1832,SEPTA,92
18321,SEPTA,1
18321,SEPTA,56
18321,SEPTA,R
18322,SEPTA,22
18323,SEPTA,131
18323,SEPTA,99
18326,SEPTA,131
18327,SEPTA,131
1833,SEPTA,92
18331,SEPTA,1
18331,SEPTA,R
18332,SEPTA,131
18333,SEPTA,131
18334,SEPTA,131
18335,SEPTA,131
18337,SEPTA,131
18338,SEPTA,131
18339,SEPTA,131
1834,SEPTA,92
18340,SEPTA,131
18341,SEPTA,131
18342,SEPTA,131
18343,SEPTA,131
18344,SEPTA,131
18348,SEPTA,131
18348,SEPTA,90
18349,SEPTA,131
18349,SEPTA,90
18350,SEPTA,131
18350,SEPTA,90
18351,SEPTA,131
18351,SEPTA,90
18352,SEPTA,131
18352,SEPTA,90
18353,SEPTA,131
18358,SEPTA,131
18358,SEPTA,90
18359,SEPTA,131
18359,SEPTA,90
18364,SEPTA,131
18365,SEPTA,131
18366,SEPTA,131
18367,SEPTA,131
18368,SEPTA,131
1837,SEPTA,92
18370,SEPTA,131
18373,SEPTA,131
18374,SEPTA,131
18375,SEPTA,131
18376,SEPTA,131
18377,SEPTA,131
18377,SEPTA,99
18378,SEPTA,131
18379,SEPTA,131
18380,SEPTA,62
18381,SEPTA,62
18382,SEPTA,62
18383,SEPTA,62
18385,SEPTA,62
18386,SEPTA,62
18387,SEPTA,62
18388,SEPTA,62
18389,SEPTA,62
1839,SEPTA,201
18390,SEPTA,62
18391,SEPTA,62
18393,SEPTA,35
18393,SEPTA,61
18393,SEPTA,62
18394,SEPTA,1
18394,SEPTA,61
18394,SEPTA,R
18395,SEPTA,1
18395,SEPTA,61
18395,SEPTA,R
18396,SEPTA,1
18396,SEPTA,61
18396,SEPTA,R
18397,SEPTA,1
18397,SEPTA,61
18397,SEPTA,R
18400,SEPTA,1
18400,SEPTA,61
18400,SEPTA,R
18402,SEPTA,61
18405,SEPTA,61
18406,SEPTA,61
18407,SEPTA,61
18409,SEPTA,61
1841,SEPTA,201
18410,SEPTA,61
18411,SEPTA,61
18412,SEPTA,61
18413,SEPTA,61
18414,SEPTA,61
18415,SEPTA,61
18416,SEPTA,61
18418,SEPTA,61
18419,SEPTA,61
18420,SEPTA,61
18421,SEPTA,61
18426,SEPTA,33
18426,SEPTA,331
18426,SEPTA,61
18428,SEPTA,61
18429,SEPTA,61
18430,SEPTA,61
18431,SEPTA,61
18432,SEPTA,61
18433,SEPTA,61
18434,SEPTA,61
18435,SEPTA,61
18436,SEPTA,61
18437,SEPTA,43
18437,SEPTA,61
18438,SEPTA,43
18438,SEPTA,61
18439,SEPTA,43
18441,SEPTA,47
18441,SEPTA,471
18441,SEPTA,61
18442,SEPTA,47
18442,SEPTA,471
18442,SEPTA,61
18447,SEPTA,124
18447,SEPTA,125
18447,SEPTA,31
18447,SEPTA,44
18447,SEPTA,48
18447,SEPTA,62
18448,SEPTA,124
18448,SEPTA,125
18448,SEPTA,31
18448,SEPTA,44
18448,SEPTA,48
18448,SEPTA,62
1845,SEPTA,201
18451,SEPTA,124
18451,SEPTA,125
18451,SEPTA,17
18451,SEPTA,31
18451,SEPTA,32
18451,SEPTA,33
18451,SEPTA,331
18451,SEPTA,38
18451,SEPTA,44
18451,SEPTA,48
18451,SEPTA,62
18457,SEPTA,17
18457,SEPTA,33
18457,SEPTA,44
18457,SEPTA,48
18457,SEPTA,62
18457,SEPTA,711
18457,SEPTA,78
18463,SEPTA,710
18463,SEPTA,801
18464,SEPTA,710
18466,SEPTA,18
18468,SEPTA,18
18470,SEPTA,710
18471,SEPTA,710
18472,SEPTA,710
18473,SEPTA,710
18474,SEPTA,710
18475,SEPTA,710
18476,SEPTA,710
18477,SEPTA,710
18478,SEPTA,710
18479,SEPTA,710
18480,SEPTA,710
18481,SEPTA,710
18482,SEPTA,710
18483,SEPTA,710
18484,SEPTA,710
18485,SEPTA,710
18486,SEPTA,710
18487,SEPTA,710
18488,SEPTA,710
18491,SEPTA,47
18492,SEPTA,47
18493,SEPTA,47
18494,SEPTA,47
18495,SEPTA,47
18496,SEPTA,47
18497,SEPTA,47
18498,SEPTA,47
18499,SEPTA,47
185,SEPTA,703
18500,SEPTA,47
18501,SEPTA,47
18502,SEPTA,47
18503,SEPTA,47
18504,SEPTA,47
18505,SEPTA,47
18506,SEPTA,47
18508,SEPTA,47
18509,SEPTA,47
18510,SEPTA,47
18511,SEPTA,47
18512,SEPTA,47
18513,SEPTA,47
18514,SEPTA,12
18514,SEPTA,47
18515,SEPTA,47
18516,SEPTA,47
18517,SEPTA,47
18518,SEPTA,47
18519,SEPTA,47
18519,SEPTA,471
18520,SEPTA,47
18520,SEPTA,471
18521,SEPTA,47
18522,SEPTA,47
18523,SEPTA,47
18524,SEPTA,47
18525,SEPTA,47
18526,SEPTA,47
18527,SEPTA,47
18528,SEPTA,47
18529,SEPTA,3
18529,SEPTA,47
18530,SEPTA,3
18530,SEPTA,47
18531,SEPTA,3
18531,SEPTA,47
18532,SEPTA,47
18533,SEPTA,47
18534,SEPTA,47
18537,SEPTA,39
18537,SEPTA,47
18539,SEPTA,39
18539,SEPTA,47
18540,SEPTA,39
18540,SEPTA,47
18541,SEPTA,47
18542,SEPTA,47
18543,SEPTA,47
18544,SEPTA,47
18545,SEPTA,47
18546,SEPTA,47
18547,SEPTA,47
18548,SEPTA,77
18549,SEPTA,47
18550,SEPTA,47
18552,SEPTA,47
18553,SEPTA,47
18555,SEPTA,47
18556,SEPTA,47
18557,SEPTA,47
18558,SEPTA,47
18559,SEPTA,47
18562,SEPTA,47
18563,SEPTA,47
18564,SEPTA,47
18565,SEPTA,47
18566,SEPTA,47
18567,SEPTA,47
18568,SEPTA,47
18569,SEPTA,47
18570,SEPTA,47
18571,SEPTA,47
18572,SEPTA,47
18573,SEPTA,47
18574,SEPTA,47
18577,SEPTA,47
18577,SEPTA,471
18577,SEPTA,7
18577,SEPTA,703
18578,SEPTA,47
18578,SEPTA,471
18578,SEPTA,7
18578,SEPTA,703
18582,SEPTA,23
18583,SEPTA,22
18584,SEPTA,22
18585,SEPTA,22
18586,SEPTA,27
18586,SEPTA,32
18589,SEPTA,53
18590,SEPTA,53
18591,SEPTA,53
18592,SEPTA,53
18593,SEPTA,53
18594,SEPTA,53
18595,SEPTA,55
18596,SEPTA,57
18639,SEPTA,104
18639,SEPTA,110
18639,SEPTA,111
18639,SEPTA,112
18639,SEPTA,120
18639,SEPTA,123
18639,SEPTA,126
18640,SEPTA,104
18640,SEPTA,110
18640,SEPTA,111
18640,SEPTA,112
18640,SEPTA,120
18640,SEPTA,123
18640,SEPTA,126
18641,SEPTA,104
18641,SEPTA,110
18641,SEPTA,111
18641,SEPTA,112
18641,SEPTA,120
18641,SEPTA,123
18641,SEPTA,126
18642,SEPTA,104
18642,SEPTA,112
18642,SEPTA,120
18642,SEPTA,123
18642,SEPTA,126
18643,SEPTA,104
18643,SEPTA,112
18643,SEPTA,120
18643,SEPTA,123
18643,SEPTA,126
18644,SEPTA,104
18644,SEPTA,112
18644,SEPTA,120
18644,SEPTA,123
18644,SEPTA,126
18646,SEPTA,104
18646,SEPTA,112
18646,SEPTA,120
18646,SEPTA,123
18646,SEPTA,126
18647,SEPTA,104
18647,SEPTA,112
18647,SEPTA,120
18647,SEPTA,123
18647,SEPTA,126
18648,SEPTA,104
18648,SEPTA,112
18648,SEPTA,120
18648,SEPTA,123
18648,SEPTA,126
18649,SEPTA,104
18649,SEPTA,112
18649,SEPTA,120
18649,SEPTA,123
18649,SEPTA,126
18650,SEPTA,104
18650,SEPTA,112
18650,SEPTA,120
18650,SEPTA,123
18650,SEPTA,126
18651,SEPTA,104
18651,SEPTA,112
18651,SEPTA,120
18651,SEPTA,123
18651,SEPTA,126
18652,SEPTA,104
18652,SEPTA,112
18652,SEPTA,120
18652,SEPTA,123
18653,SEPTA,104
18653,SEPTA,112
18653,SEPTA,120
18653,SEPTA,123
18654,SEPTA,104
18654,SEPTA,112
18654,SEPTA,120
18654,SEPTA,123
18655,SEPTA,104
18655,SEPTA,112
18655,SEPTA,120
18655,SEPTA,123
18656,SEPTA,104
18656,SEPTA,112
18656,SEPTA,120
18656,SEPTA,123
18657,SEPTA,104
18657,SEPTA,112
18657,SEPTA,120
18657,SEPTA,123
18657,SEPTA,126
18659,SEPTA,104
18659,SEPTA,112
18659,SEPTA,115
18659,SEPTA,120
18659,SEPTA,123
18660,SEPTA,104
18660,SEPTA,112
18660,SEPTA,115
18660,SEPTA,120
18660,SEPTA,123
18661,SEPTA,104
18661,SEPTA,112
18661,SEPTA,115
18661,SEPTA,120
18661,SEPTA,123
18662,SEPTA,104
18662,SEPTA,112
18662,SEPTA,115
18662,SEPTA,120
18662,SEPTA,123
18663,SEPTA,104
18663,SEPTA,112
18663,SEPTA,115
18663,SEPTA,120
18663,SEPTA,123
18664,SEPTA,104
18664,SEPTA,112
18664,SEPTA,115
18664,SEPTA,120
18665,SEPTA,104
18665,SEPTA,112
18665,SEPTA,115
18665,SEPTA,120
18666,SEPTA,104
18666,SEPTA,112
18666,SEPTA,115
18666,SEPTA,120
18667,SEPTA,104
18667,SEPTA,112
18667,SEPTA,115
18667,SEPTA,120
18668,SEPTA,104
18668,SEPTA,112
18668,SEPTA,115
18668,SEPTA,120
18669,SEPTA,104
18669,SEPTA,112
18669,SEPTA,115
18669,SEPTA,120
18670,SEPTA,104
18670,SEPTA,112
18670,SEPTA,115
18670,SEPTA,120
18671,SEPTA,104
18671,SEPTA,112
18671,SEPTA,115
18671,SEPTA,120
18672,SEPTA,104
18672,SEPTA,120
18673,SEPTA,104
18673,SEPTA,120
18674,SEPTA,104
18674,SEPTA,120
18675,SEPTA,104
18675,SEPTA,120
18676,SEPTA,104
18676,SEPTA,120
18677,SEPTA,104
18677,SEPTA,120
18678,SEPTA,104
18678,SEPTA,120
18679,SEPTA,104
18679,SEPTA,120
18681,SEPTA,104
18681,SEPTA,120
18684,SEPTA,104
18684,SEPTA,120
18685,SEPTA,104
18685,SEPTA,120
18686,SEPTA,104
18686,SEPTA,120
18688,SEPTA,104
18688,SEPTA,120
18689,SEPTA,104
18689,SEPTA,120
18690,SEPTA,104
18690,SEPTA,120
18691,SEPTA,104
18691,SEPTA,120
18692,SEPTA,104
18692,SEPTA,120
18693,SEPTA,104
18693,SEPTA,120
18694,SEPTA,104
18694,SEPTA,120
18697,SEPTA,104
18697,SEPTA,120
18698,SEPTA,104
18698,SEPTA,120
18699,SEPTA,104
187,SEPTA,703
1870,SEPTA,206
18700,SEPTA,104
18701,SEPTA,104
18702,SEPTA,104
18704,SEPTA,104
18705,SEPTA,104
18706,SEPTA,104
18708,SEPTA,104
18709,SEPTA,104
18710,SEPTA,104
18711,SEPTA,104
18712,SEPTA,104
18713,SEPTA,104
18714,SEPTA,104
18715,SEPTA,104
18716,SEPTA,104
18717,SEPTA,104
18718,SEPTA,104
18719,SEPTA,104
1872,SEPTA,206
18720,SEPTA,104
18721,SEPTA,104
18723,SEPTA,104
18725,SEPTA,104
18726,SEPTA,104
18727,SEPTA,104
18728,SEPTA,104
18729,SEPTA,104
18729,SEPTA,92
18730,SEPTA,104
18730,SEPTA,92
18733,SEPTA,104
18733,SEPTA,92
18734,SEPTA,104
18734,SEPTA,92
18737,SEPTA,104
18737,SEPTA,92
18738,SEPTA,104
18738,SEPTA,92
18739,SEPTA,104
18739,SEPTA,92
1874,SEPTA,204
1874,SEPTA,205
1874,SEPTA,206
18740,SEPTA,104
18740,SEPTA,92
18741,SEPTA,104
18741,SEPTA,92
18742,SEPTA,104
18742,SEPTA,92
18743,SEPTA,104
18744,SEPTA,104
18745,SEPTA,104
18746,SEPTA,104
18747,SEPTA,104
18749,SEPTA,104
1875,SEPTA,133
18750,SEPTA,104
18751,SEPTA,104
18752,SEPTA,104
18753,SEPTA,104
18754,SEPTA,104
18755,SEPTA,104
18756,SEPTA,104
18757,SEPTA,104
18758,SEPTA,104
18759,SEPTA,104
18760,SEPTA,104
18762,SEPTA,104
18763,SEPTA,104
18764,SEPTA,104
18765,SEPTA,104
18766,SEPTA,104
18767,SEPTA,104
18768,SEPTA,104
18769,SEPTA,104
1877,SEPTA,133
18770,SEPTA,104
18770,SEPTA,120
18772,SEPTA,104
18772,SEPTA,120
18773,SEPTA,104
18773,SEPTA,120
18774,SEPTA,104
18774,SEPTA,120
18775,SEPTA,104
18775,SEPTA,120
18776,SEPTA,104
18776,SEPTA,120
18777,SEPTA,104
18777,SEPTA,120
18778,SEPTA,104
18778,SEPTA,120
18779,SEPTA,104
18779,SEPTA,120
18780,SEPTA,104
18780,SEPTA,120
18782,SEPTA,104
18782,SEPTA,120
18783,SEPTA,104
18783,SEPTA,120
18784,SEPTA,104
18784,SEPTA,120
18785,SEPTA,104
18785,SEPTA,120
18787,SEPTA,104
18787,SEPTA,120
18788,SEPTA,104
18788,SEPTA,120
18789,SEPTA,104
18789,SEPTA,120
18790,SEPTA,104
18790,SEPTA,120
18791,SEPTA,104
18791,SEPTA,120
18792,SEPTA,104
18792,SEPTA,120
18793,SEPTA,104
18793,SEPTA,120
18794,SEPTA,104
18794,SEPTA,120
18795,SEPTA,104
18795,SEPTA,120
18796,SEPTA,104
18796,SEPTA,120
18798,SEPTA,104
18798,SEPTA,120
18799,SEPTA,104
18799,SEPTA,112
18799,SEPTA,115
18799,SEPTA,120
188,SEPTA,105
188,SEPTA,703
18800,SEPTA,104
18800,SEPTA,112
18800,SEPTA,115
18800,SEPTA,120
18801,SEPTA,104
18801,SEPTA,112
18801,SEPTA,115
18801,SEPTA,120
18802,SEPTA,104
18802,SEPTA,112
18802,SEPTA,115
18802,SEPTA,120
18803,SEPTA,104
18803,SEPTA,112
18803,SEPTA,115
18803,SEPTA,120
18804,SEPTA,104
18804,SEPTA,112
18804,SEPTA,115
18804,SEPTA,120
18805,SEPTA,104
18805,SEPTA,112
18805,SEPTA,115
18805,SEPTA,120
18806,SEPTA,104
18806,SEPTA,112
18806,SEPTA,115
18806,SEPTA,120
18807,SEPTA,104
18807,SEPTA,112
18807,SEPTA,115
18807,SEPTA,120
18807,SEPTA,123
18808,SEPTA,104
18808,SEPTA,112
18808,SEPTA,115
18808,SEPTA,120
18808,SEPTA,123
18809,SEPTA,104
18809,SEPTA,112
18809,SEPTA,115
18809,SEPTA,120
18809,SEPTA,123
18810,SEPTA,104
18810,SEPTA,112
18810,SEPTA,115
18810,SEPTA,120
18810,SEPTA,123
18811,SEPTA,104
18811,SEPTA,112
18811,SEPTA,120
18811,SEPTA,123
18811,SEPTA,126
18812,SEPTA,104
18812,SEPTA,112
18812,SEPTA,120
18812,SEPTA,123
18812,SEPTA,126
18813,SEPTA,104
18813,SEPTA,112
18813,SEPTA,120
18813,SEPTA,123
18814,SEPTA,104
18814,SEPTA,112
18814,SEPTA,120
18814,SEPTA,123
18815,SEPTA,104
18815,SEPTA,112
18815,SEPTA,120
18815,SEPTA,123
18816,SEPTA,104
18816,SEPTA,112
18816,SEPTA,120
18816,SEPTA,123
18817,SEPTA,104
18817,SEPTA,112
18817,SEPTA,120
18817,SEPTA,123
18818,SEPTA,104
18818,SEPTA,112
18818,SEPTA,120
18818,SEPTA,123
18818,SEPTA,126
18819,SEPTA,104
18819,SEPTA,112
18819,SEPTA,120
18819,SEPTA,123
18819,SEPTA,126
1882,SEPTA,133
18820,SEPTA,104
18820,SEPTA,112
18820,SEPTA,120
18820,SEPTA,123
18820,SEPTA,126
18821,SEPTA,104
18821,SEPTA,112
18821,SEPTA,120
18821,SEPTA,123
18821,SEPTA,126
18822,SEPTA,104
18822,SEPTA,112
18822,SEPTA,120
18822,SEPTA,123
18822,SEPTA,126
18823,SEPTA,104
18823,SEPTA,112
18823,SEPTA,120
18823,SEPTA,123
18823,SEPTA,126
18824,SEPTA,104
18824,SEPTA,112
18824,SEPTA,120
18824,SEPTA,123
18824,SEPTA,126
18825,SEPTA,104
18825,SEPTA,112
18825,SEPTA,120
18825,SEPTA,123
18825,SEPTA,126
18826,SEPTA,104
18826,SEPTA,112
18826,SEPTA,120
18826,SEPTA,123
18826,SEPTA,126
18827,SEPTA,104
18827,SEPTA,112
18827,SEPTA,120
18827,SEPTA,123
18827,SEPTA,126
18828,SEPTA,104
18828,SEPTA,110
18828,SEPTA,111
18828,SEPTA,112
18828,SEPTA,120
18828,SEPTA,123
18828,SEPTA,126
18829,SEPTA,104
18829,SEPTA,110
18829,SEPTA,111
18829,SEPTA,112
18829,SEPTA,120
18829,SEPTA,123
18829,SEPTA,126
18830,SEPTA,104
18830,SEPTA,110
18830,SEPTA,111
18830,SEPTA,112
18830,SEPTA,120
18830,SEPTA,123
18830,SEPTA,126
18838,SEPTA,22
1884,SEPTA,133
18841,SEPTA,32
18853,SEPTA,103
18854,SEPTA,103
18855,SEPTA,103
18856,SEPTA,103
18857,SEPTA,103
18858,SEPTA,103
18859,SEPTA,103
18860,SEPTA,103
18861,SEPTA,103
18863,SEPTA,103
18863,SEPTA,115
18864,SEPTA,103
18864,SEPTA,115
18865,SEPTA,103
18865,SEPTA,115
18867,SEPTA,103
18869,SEPTA,103
18871,SEPTA,103
18872,SEPTA,103
18873,SEPTA,103
18874,SEPTA,103
18875,SEPTA,103
18875,SEPTA,105
18875,SEPTA,106
18877,SEPTA,103
18877,SEPTA,105
18878,SEPTA,103
18878,SEPTA,105
18879,SEPTA,103
18880,SEPTA,103
18880,SEPTA,105
18880,SEPTA,44
18882,SEPTA,103
18882,SEPTA,105
18882,SEPTA,44
18884,SEPTA,103
18884,SEPTA,105
18884,SEPTA,44
18887,SEPTA,103
18887,SEPTA,105
18887,SEPTA,106
18888,SEPTA,103
18888,SEPTA,105
18888,SEPTA,106
18889,SEPTA,103
18889,SEPTA,105
18889,SEPTA,106
18891,SEPTA,103
18892,SEPTA,103
18893,SEPTA,103
18894,SEPTA,103
18895,SEPTA,103
18896,SEPTA,103
18897,SEPTA,103
18898,SEPTA,103
18898,SEPTA,115
18899,SEPTA,103
18899,SEPTA,115
18900,SEPTA,103
18900,SEPTA,115
18903,SEPTA,103
18904,SEPTA,103
18905,SEPTA,103
18906,SEPTA,103
18907,SEPTA,103
18908,SEPTA,103
18909,SEPTA,103
18910,SEPTA,103
18912,SEPTA,103
18917,SEPTA,120
18918,SEPTA,120
18926,SEPTA,119
18926,SEPTA,120
18927,SEPTA,119
18927,SEPTA,120
18933,SEPTA,120
18935,SEPTA,120
18936,SEPTA,120
18973,SEPTA,1
18973,SEPTA,128
18973,SEPTA,130
18973,SEPTA,150
18973,SEPTA,20
18973,SEPTA,50
18975,SEPTA,110
18975,SEPTA,111
18976,SEPTA,111
18977,SEPTA,111
18978,SEPTA,110
18978,SEPTA,111
18978,SEPTA,114
18978,SEPTA,117
18981,SEPTA,111
18983,SEPTA,111
18984,SEPTA,110
18984,SEPTA,111
18984,SEPTA,117
18985,SEPTA,110
18985,SEPTA,111
18986,SEPTA,111
18987,SEPTA,711
18988,SEPTA,711
18991,SEPTA,21
18991,SEPTA,711
18992,SEPTA,31
18992,SEPTA,711
18993,SEPTA,31
18993,SEPTA,711
18994,SEPTA,711
18995,SEPTA,711
18995,SEPTA,LUCYGO
18996,SEPTA,31
18996,SEPTA,49
18996,SEPTA,711
19,SEPTA,1
19,SEPTA,14
19003,SEPTA,711
19004,SEPTA,3
19004,SEPTA,711
19005,SEPTA,3
19005,SEPTA,711
19006,SEPTA,3
19006,SEPTA,54
19006,SEPTA,711
19007,SEPTA,3
19007,SEPTA,711
19007,SEPTA,89
19008,SEPTA,3
19008,SEPTA,711
19010,SEPTA,3
19010,SEPTA,5
19011,SEPTA,3
19011,SEPTA,5
19013,SEPTA,3
19013,SEPTA,711
19014,SEPTA,3
19014,SEPTA,711
19014,SEPTA,89
19016,SEPTA,3
19016,SEPTA,711
19017,SEPTA,3
19017,SEPTA,39
19018,SEPTA,711
19025,SEPTA,31
19025,SEPTA,49
19025,SEPTA,711
19026,SEPTA,711
19026,SEPTA,LUCYGR
19027,SEPTA,711
19028,SEPTA,31
19028,SEPTA,711
19029,SEPTA,31
19029,SEPTA,711
19031,SEPTA,21
19031,SEPTA,711
19032,SEPTA,21
19032,SEPTA,711
19033,SEPTA,27
19034,SEPTA,27
19035,SEPTA,27
19036,SEPTA,27
19037,SEPTA,27
19040,SEPTA,27
19042,SEPTA,27
19043,SEPTA,27
19044,SEPTA,27
19045,SEPTA,27
19045,SEPTA,95
19045,SEPTA,97
19046,SEPTA,27
19046,SEPTA,95
19046,SEPTA,97
19047,SEPTA,27
19048,SEPTA,710
19048,SEPTA,97
19049,SEPTA,710
19049,SEPTA,94
19050,SEPTA,710
19050,SEPTA,94
19051,SEPTA,710
19051,SEPTA,94
19052,SEPTA,710
19053,SEPTA,710
19053,SEPTA,94
19054,SEPTA,710
19054,SEPTA,94
19056,SEPTA,710
19057,SEPTA,710
19059,SEPTA,710
19059,SEPTA,97
19060,SEPTA,710
19061,SEPTA,710
19062,SEPTA,18
19062,SEPTA,710
19064,SEPTA,55
19064,SEPTA,6
19064,SEPTA,710
19066,SEPTA,710
19067,SEPTA,710
19068,SEPTA,710
19073,SEPTA,21
19074,SEPTA,21
19075,SEPTA,21
19076,SEPTA,21
19077,SEPTA,21
19078,SEPTA,21
19079,SEPTA,21
19080,SEPTA,21
19081,SEPTA,21
19084,SEPTA,19
19084,SEPTA,84
19085,SEPTA,124
19085,SEPTA,92
19086,SEPTA,124
19086,SEPTA,92
19087,SEPTA,124
19087,SEPTA,92
19088,SEPTA,124
19088,SEPTA,92
