stop_id,agency_id,stop_name
16353,SEPTA,Huntingdon St & Jasper St
16354,SEPTA,Huntingdon St & Kensington Av
16355,SEPTA,Kensington Av & Cumberland St
16358,SEPTA,Susquehanna Av & Mascher St
16359,SEPTA,Susquehanna Av & Hancock St
1636,SEPTA,Metroplex Shopping Center
16360,SEPTA,Susquehanna Av & 2nd St
16361,SEPTA,Susquehanna Av & American St
16362,SEPTA,Susquehanna Av & 3rd St
16363,SEPTA,Susquehanna Av & 4th St
16364,SEPTA,Susquehanna Av & 5th St
16365,SEPTA,Susquehanna Av & 6th St
16367,SEPTA,Susquehanna Av & 9th St
16368,SEPTA,Susquehanna Av & 10th St
16369,SEPTA,Susquehanna Av & 11th St
16370,SEPTA,Susquehanna Av & 12th St
16371,SEPTA,Susquehanna Av & 13th St
16372,SEPTA,Susquehanna Av & 15th St
16373,SEPTA,Susquehanna Av & 16th St
16374,SEPTA,Susquehanna Av & 17th St
16375,SEPTA,Susquehanna Av & 18th St
16376,SEPTA,Susquehanna Av & 19th St
16377,SEPTA,Susquehanna Av & 20th St
16378,SEPTA,Susquehanna Av & 21st St
1638,SEPTA,River Rd & Inquirer - onsite
16382,SEPTA,Oxford Av & Borbeck Av
16383,SEPTA,Oxford Av & Hartel Av
16384,SEPTA,Oxford Av & Hartel Av - MBFS
16385,SEPTA,York St & Sedgley Av
16386,SEPTA,York St & 24th St
16387,SEPTA,York St & 25th St
16388,SEPTA,York St & 26th St
16389,SEPTA,York St & 27th St - FS
1639,SEPTA,Horizon Dr & Church Rd - MBNS
16390,SEPTA,York St & 28th St
16391,SEPTA,York St & 29th St
16392,SEPTA,York St & 30th St
16393,SEPTA,York St & 31st St
16394,SEPTA,York St & 32nd St
16396,SEPTA,10th St & Pike St
16397,SEPTA,10th St & Butler St
16398,SEPTA,10th St & Erie Av
16399,SEPTA,Erie Av & 11th St
164,SEPTA,Broad St & Girard Av
16401,SEPTA,Erie Av & 13th St
16404,SEPTA,Moreland Rd & Kimball Av
16405,SEPTA,Welsh Rd & Computer Av - FS
16406,SEPTA,Welsh Rd & Dryden Rd - MBNS
16408,SEPTA,Dresher Rd & Welsh Rd - MBFS
1641,SEPTA,Gulph Mills Station - on street
16410,SEPTA,Pulaski Av & 17th St
16411,SEPTA,Pulaski Av & 18th St
16412,SEPTA,Dresher Rd & Walnut Grove Dr
16413,SEPTA,Dresher Rd & Witmer Rd
16414,SEPTA,18th St & Hunting Park Av
16415,SEPTA,Clarissa St & Juniata St
16416,SEPTA,Clarissa St & Bristol St
16417,SEPTA,Dresher Rd & Witmer Rd - MBFS
16419,SEPTA,Electronic Dr & Welsh Rd - MBNS
1642,SEPTA,Horizon Dr & Church Rd - MBFS
16420,SEPTA,Prudential Rd & Gibralter Rd - FS
16421,SEPTA,Prudential Rd & Lakeside Dr
16425,SEPTA,Blair Mill Rd & Witmer Rd - 1 MBFS
16426,SEPTA,Blair Mill Rd & Welsh Rd - MBNS
16427,SEPTA,Oxford Av & Rockwell Av
16429,SEPTA,Oxford Av & Bleigh Av
16430,SEPTA,Rising Sun Av & Cottman Av
16431,SEPTA,Rising Sun Av & Saint Vincent St
16432,SEPTA,Rising Sun Av & Princeton Av
16433,SEPTA,Rising Sun Av & Tyson Av
16434,SEPTA,Rising Sun Av & Longshore Av
16435,SEPTA,Rising Sun Av & Unruh Av
16436,SEPTA,Rising Sun Av & Magee Av
16438,SEPTA,Wayne Av & Berkley St
16439,SEPTA,Wayne Av & Apsley St
16440,SEPTA,Wayne Av & Abbottsford Av
16441,SEPTA,Wayne Av & Logan St
16442,SEPTA,Wayne Av & Seymour St
16443,SEPTA,Wayne Av & Hansberry St
16444,SEPTA,Wayne Av & Queen Ln
16445,SEPTA,Wayne Av & Coulter St
16446,SEPTA,Wayne Av & School House Ln
16447,SEPTA,Wayne Av & Rittenhouse St
16448,SEPTA,Wayne Av & Harvey St
16449,SEPTA,Wayne Av & Walnut Ln
16450,SEPTA,Wayne Av & Tulpehocken St
16451,SEPTA,Wayne Av & Washington Ln
16452,SEPTA,Wayne Av & Johnson St
16454,SEPTA,Wayne Av & Upsal St
16455,SEPTA,Wayne Av & Hortter St
16456,SEPTA,Wayne Av & Springer St
16457,SEPTA,Wayne Av & Arbutus St
16458,SEPTA,Wayne Av & Westview St
16459,SEPTA,Sedgwick St & Wayne Av Loop
16460,SEPTA,Wayne Av & Westview St
16461,SEPTA,Wayne Av & Arbutus St - FS
16462,SEPTA,Wayne Av & Springer St
16463,SEPTA,Wayne Av & Hortter St
16464,SEPTA,Wayne Av & Lincoln Dr
16466,SEPTA,Wayne Av & Washington Ln
16467,SEPTA,Wayne Av & Tulpehocken St
16468,SEPTA,Wayne Av & Walnut Ln
16469,SEPTA,Wayne Av & Harvey St
16470,SEPTA,Wayne Av & Rittenhouse St
16471,SEPTA,Wayne Av & School House Ln
16472,SEPTA,Wayne Av & Coulter St
16473,SEPTA,Wayne Av & Queen Ln
16474,SEPTA,Wayne Av & Hansberry St
16475,SEPTA,Wayne Av & Seymour St
16476,SEPTA,Wayne Av & Logan St
16477,SEPTA,Wayne Av & Abbottsford Av
16478,SEPTA,Wayne Av & Apsley St
16479,SEPTA,Clarissa St & Dennie St
1648,SEPTA,East Norriton Crossing Shop Ctr
16480,SEPTA,Clarissa St & Bristol St
16481,SEPTA,Clarissa St & Juniata St
16482,SEPTA,Clarissa St & Hunting Park Av
16483,SEPTA,18th St & Pike St
16489,SEPTA,Erie Av & Old York Rd
1649,SEPTA,Norristown Transportation Center
16491,SEPTA,10th St & Erie Av - FS
16492,SEPTA,10th St & Butler St
16493,SEPTA,10th St & Pike St
16494,SEPTA,10th St & Luzerne St
16495,SEPTA,12th St & Locust St
16496,SEPTA,Oregon Av & 5th St
16497,SEPTA,Oregon Av & 6th St
16498,SEPTA,12th St & Spruce St
16499,SEPTA,12th St & Pine St
165,SEPTA,Broad St & Allegheny Av
1650,SEPTA,Pine St & Logan St
16500,SEPTA,12th St & Lombard St
16501,SEPTA,12th St & South St
16502,SEPTA,12th St & Bainbridge St
16503,SEPTA,12th St & Fitzwater St
16504,SEPTA,12th St & Catharine St
16505,SEPTA,12th St & Christian St
16506,SEPTA,12th St & Carpenter St
16507,SEPTA,12th St & Ellsworth St
16509,SEPTA,12th St & Federal St
1651,SEPTA,Dekalb Pk & Germantown Av - MBNS
16511,SEPTA,12th St & Wharton St
16514,SEPTA,12th St & Reed St
16516,SEPTA,12th St & Dickinson St
16518,SEPTA,12th St & Tasker St
16521,SEPTA,Roxborough Av & Houghton St
16522,SEPTA,12th St & Morris St
16523,SEPTA,Roxborough Av & Henry Av
16524,SEPTA,12th St & Moore St
16525,SEPTA,Henry Av & Rector St
16527,SEPTA,Henry Av & Walnut Ln
16528,SEPTA,Henry Av & Markle St
16529,SEPTA,Henry Av & Hermit St
1653,SEPTA,Montgomery County Community College
16530,SEPTA,Henry Av & School House Ln
16531,SEPTA,Henry Av & Coulter St
16532,SEPTA,Henry Av & Midvale Av
16533,SEPTA,Henry Av & Queen Ln
16534,SEPTA,Henry Av & Ainslie St
16535,SEPTA,Henry Av &  Bowman St
16536,SEPTA,Henry Av & Abbottsford Av
16537,SEPTA,Hunting Park Av & Henry Av - FS
16538,SEPTA,Hunting Park Av & 29th St
1654,SEPTA,Walnut St & 5th St - MBNS
16542,SEPTA,Chalmers Av & Lehigh Av
16543,SEPTA,Lehigh Av & 31st St
16545,SEPTA,33rd St & Lehigh Av - FS
16546,SEPTA,33rd St & Huntingdon St
16547,SEPTA,33rd St & Cumberland St
16548,SEPTA,33rd St & York St
16549,SEPTA,33rd St & Dauphin St
16550,SEPTA,33rd St & Susquehanna Av
16551,SEPTA,33rd St & Diamond St
16552,SEPTA,33rd St & Norris St
16553,SEPTA,33rd St & Berks St
16554,SEPTA,33rd St & Montgomery Av
16555,SEPTA,33rd St & Cecil B Moore Av
16557,SEPTA,Poplar St & 28th St
16558,SEPTA,Poplar St & 27th St
16559,SEPTA,Poplar St & 26th St
16560,SEPTA,26th St & Parrish St
16561,SEPTA,26th St & Brown St
16562,SEPTA,26th St & Aspen St
16563,SEPTA,26th St & Pennsylvania Av
16564,SEPTA,Pennsylvania Av & 25th St
16565,SEPTA,Pennsylvania Av & 24th St
16566,SEPTA,Pennsylvania Av & Spring Garden St - MBFS
16569,SEPTA,21st St & Ben Franklin Pkwy
16575,SEPTA,12th St & Mifflin St
16576,SEPTA,12th St & McKean St
16577,SEPTA,12th St & Snyder Av
1658,SEPTA,Broad St & Front St
16585,SEPTA,12th St & Jackson St
16586,SEPTA,12th St & Wolf St
16587,SEPTA,12th St & Ritner St
16588,SEPTA,12th St & Porter St
16589,SEPTA,12th St & Shunk St
16590,SEPTA,12th St & Oregon Av
16591,SEPTA,Oregon Av & 10th St
16592,SEPTA,10th St & Johnston St
16594,SEPTA,11th St & Snyder Av
16595,SEPTA,Old York Rd & Nedro Av
16597,SEPTA,Old York Rd & Church Ln
16598,SEPTA,Old York Rd & Godfrey Av
16599,SEPTA,Old York Rd & Stenton Av
1660,SEPTA,Landis Market - Telford
16600,SEPTA,11th St & Mifflin St
16601,SEPTA,11th St & Moore St
16602,SEPTA,Old York Rd & Medary Av - FS
16603,SEPTA,11th St & Morris St
16604,SEPTA,Old York Rd & Chelten Av
16606,SEPTA,Passyunk Av & Dickinson St
16608,SEPTA,Passyunk Av & 10th St
16609,SEPTA,11th St & Wharton St
1661,SEPTA,Broad St & Front St - FS
16611,SEPTA,Old York Rd & Broad St - FS
16612,SEPTA,Old York Rd & 68th Av
16613,SEPTA,Old York Rd & 69th Av
16614,SEPTA,Old York Rd & Lakeside Av
16615,SEPTA,Old York Rd & 70th Av
16616,SEPTA,Old York Rd & 71st Av
16618,SEPTA,Old York Rd & Valley Rd
16619,SEPTA,Old York Rd  & Melrose Av
1662,SEPTA,Broad St & Market St
16620,SEPTA,Old York Rd & Academy Ln
16621,SEPTA,Old York Rd & Ashbourne Rd
16622,SEPTA,Old York Rd & Spring Av
16623,SEPTA,Old York Rd & Chelten Hills Dr
16624,SEPTA,Old York Rd & Stahr Rd
16625,SEPTA,Old York Rd & Church Rd
16626,SEPTA,Old York Rd & Forrest Av
16628,SEPTA,Old York Rd & Greenbriar Rd
16629,SEPTA,Old York Rd & Meetinghouse Rd - FS
16630,SEPTA,Old York Rd & Breyer Dr
16632,SEPTA,Old York Rd & Lenox Rd
16635,SEPTA,Old York Rd & Greenwood Av
16636,SEPTA,Old York Rd & West Av - FS
16637,SEPTA,Old York Rd & Homestead Rd
16638,SEPTA,Old York Rd & Vista Rd - FS
16639,SEPTA,Old York Rd & Rydal Rd
16640,SEPTA,Old York Rd & Madeira Av
16641,SEPTA,Old York Rd & Rodman Av
16642,SEPTA,Old York Rd & Baeder Rd
16645,SEPTA,Old York Rd & Brook Rd
16646,SEPTA,Old York Rd & Susquehanna Rd
16647,SEPTA,Old York Rd & Horace Av
16648,SEPTA,Old York Rd & Woodland Rd
16649,SEPTA,Old York Rd & Keith Rd
1665,SEPTA,North Wales Railroad Station
16650,SEPTA,Old York Rd & Rockwell Rd
16651,SEPTA,Old York Rd & London Rd - FS
16652,SEPTA,Old York Rd & Jericho Rd - MBNS
16653,SEPTA,Old York Rd & Butler Av
16654,SEPTA,Old York Rd & Chester Av
16655,SEPTA,Old York Rd & Rubicam Av
16656,SEPTA,Old York Rd & Old Welsh Rd
16657,SEPTA,Old York Rd & Parkview Av
16659,SEPTA,Old York Rd & Moreland Rd
16660,SEPTA,Old York Rd & Quigley Av
16661,SEPTA,Old York Rd & Church St
16663,SEPTA,Old York Rd & Davisville Rd
16667,SEPTA,Easton Rd & Center Av
16670,SEPTA,Easton Rd & Allison Rd
16671,SEPTA,Easton Rd & Barrett Rd
16673,SEPTA,Easton Rd & Lincoln Av
16674,SEPTA,Easton Rd & Ellis Rd
16675,SEPTA,Easton Rd & Gilpin Av
16676,SEPTA,Easton Rd & Russell Rd - FS
16677,SEPTA,Easton Rd & Fitzwatertown Rd - MBNS
16678,SEPTA,Easton Rd & Wyandotte Rd - FS
16679,SEPTA,Easton Rd & Maryland Rd
1668,SEPTA,Dekalb Pk & Germantown Av - MBFS
16680,SEPTA,Easton Rd & Linden Av - FS
16681,SEPTA,Easton Rd & Blair Mill Rd - MBFS
16682,SEPTA,Easton Rd & Horsham Rd - FS
16683,SEPTA,Easton Rd & Meetinghouse Rd
16685,SEPTA,Easton Rd & Columbia Av - FS
16686,SEPTA,Easton Rd & County Line Rd
16687,SEPTA,Easton Rd & Paul Valley Rd - MBNS
16688,SEPTA,Easton Rd & Shetland Dr
16689,SEPTA,Easton Rd & K St
1669,SEPTA,Pine St & Logan St
16690,SEPTA,Easton Rd & Oxford Dr - FS
16691,SEPTA,Easton Rd & Bristol Rd
16692,SEPTA,Easton Rd & Kelly Dr - FS
16693,SEPTA,Easton Rd & Almshouse Rd - MBFS
16694,SEPTA,Easton Rd & Edison Furlong Rd - FS
16695,SEPTA,Main St & Steeplechase Dr - FS
16696,SEPTA,Street Rd & Park Av - MBFS
16697,SEPTA,Street Rd & Madison Av
16698,SEPTA,Old York Rd & Street Rd - FS
16699,SEPTA,Old York Rd & Cypress Rd - FS
167,SEPTA,9th St & Erie Av
16700,SEPTA,Old York Rd & Henry Av
16701,SEPTA,Old York Rd & 9th Av
16702,SEPTA,Old York Rd & 4th Av
16703,SEPTA,Old York Rd & 2nd Av
16704,SEPTA,Old York Rd & County Line Rd - FS
16706,SEPTA,Old York Rd & Horsham Rd - FS
16707,SEPTA,Old York Rd & Crooked Billet Rd
16709,SEPTA,Old York Rd & Fitzwatertown Rd - FS
1671,SEPTA,Swede St & Johnson Hwy
16710,SEPTA,Old York Rd & Lakevue Dr
16711,SEPTA,Rising Sun Av & Hellerman St
16712,SEPTA,Old York Rd & Sampson Av
16713,SEPTA,Old York Rd & Warren St
16714,SEPTA,Old York Rd & Cedar Av
16715,SEPTA,Easton Rd & Moreland Av
16716,SEPTA,Easton Rd & Welsh Rd
16717,SEPTA,Easton Rd & Rubicam Av
16718,SEPTA,Easton Rd & Hamilton Av
16719,SEPTA,Easton Rd & Patane Av
1672,SEPTA,Harding Blvd & James St
16720,SEPTA,Easton Rd & Pershing Av
16721,SEPTA,Easton Rd & Woodland Rd
16722,SEPTA,Easton Rd & Arlington Av
16723,SEPTA,Easton Rd & Kenderton Av
16724,SEPTA,Easton Rd & Bradfield Rd
16725,SEPTA,Easton Rd & Tague Av
16726,SEPTA,Rising Sun Av & Levick St
16727,SEPTA,Rising Sun Av & Robbins St
16728,SEPTA,Rising Sun Av & Devereaux Av
16729,SEPTA,Rising Sun Av & Benner St
16730,SEPTA,Rising Sun Av & Comly St
16731,SEPTA,Rising Sun Av & Van Kirk St
16732,SEPTA,Rising Sun Av & Cheltenham Av
16733,SEPTA,Rising Sun Av & Sanger St
16734,SEPTA,Rising Sun Av & Godfrey Av
16735,SEPTA,Rising Sun Av & Adams Av - MBNS
16736,SEPTA,Rising Sun Av & Adams Av
16737,SEPTA,Rising Sun & Adams - MBFS
16738,SEPTA,Rising Sun Av & Chew Av
16739,SEPTA,Olney Av & B St
1674,SEPTA,Stanbridge St & Marshall St
16742,SEPTA,Easton Rd & Rosemore Av
16743,SEPTA,Easton Rd & Mt Carmel Av
16744,SEPTA,Easton Rd & Glenside Av
16747,SEPTA,Germantown Pk & Launfall Rd
16748,SEPTA,Germantown Pk & Chemical Rd - FS
1675,SEPTA,Ridge Pk & Alan Wood Rd
16750,SEPTA,Main St & Hart Av
16754,SEPTA,Main St & Oakland Av
16755,SEPTA,Main St & State St
16757,SEPTA,Main St & Broad St
16758,SEPTA,Main St & Union St
16759,SEPTA,Main St & Spruce St
1676,SEPTA,Hector St & North Ln
16760,SEPTA,Main St & Veterans Ln
16761,SEPTA,Main St & East St
16762,SEPTA,Main St & Fonthill Rd
16764,SEPTA,Main St & Swamp Rd - MBNS
16765,SEPTA,Main St & Fonthill Dr
16767,SEPTA,Main St &  Veterans Ln
16768,SEPTA,Main St & Spruce St - MBNS
16769,SEPTA,Main St & Union St
1677,SEPTA,Hector St & North Ln
16770,SEPTA,Main St & Broad St
16772,SEPTA,Main St & State St
16773,SEPTA,Main St & Oakland Av
16775,SEPTA,Main St & Bridge St
16777,SEPTA,Main St & Hart Av
16778,SEPTA,Germantown Pk & Meetinghouse Ln
16780,SEPTA,Germantown Pk & Butler Pk - FS
16781,SEPTA,Germantown Pk & Marple Ln
16783,SEPTA,Germantown Pk & Alden Rd
16784,SEPTA,Germantown Pk & Mayflower Rd
16785,SEPTA,Easton Rd & Edison Furlong Rd
16786,SEPTA,Easton Rd & Almshouse Rd
16787,SEPTA,Germantown Pk & Colonial Dr
16788,SEPTA,Easton Rd & Kelly Rd - FS
16789,SEPTA,Easton Rd & Bristol Rd
1679,SEPTA,Marshall St & Stanbridge St
16790,SEPTA,Easton Rd & Freedom Way
16791,SEPTA,Easton Rd & Shetland Dr
16792,SEPTA,Easton Rd & Titus Av - FS
16793,SEPTA,Germantown Pk & Fairway Rd
16794,SEPTA,Easton Rd & Maple Av - FS
16795,SEPTA,Easton Rd & Homestead Av - MBNS
16796,SEPTA,Easton Rd & Norristown Rd
16797,SEPTA,Easton Rd & Horsham Rd - 1
16798,SEPTA,Easton Rd & New Rd
16799,SEPTA,Easton Rd & Maryland Rd - FS
1680,SEPTA,Laurel Dr & The Oval
16800,SEPTA,Easton Rd & Wyandotte Rd
16801,SEPTA,Germantown Pk & Warner Rd
16802,SEPTA,Easton Rd & Fitzwatertown Rd
16803,SEPTA,Easton Rd & Russell Rd
16804,SEPTA,Easton Rd & Gilpin Av
16805,SEPTA,Easton Rd & Ellis Rd
16806,SEPTA,Easton Rd & Dallas Rd
16807,SEPTA,Easton Rd & Barrett Rd
16809,SEPTA,Easton Rd & Summit Av
1681,SEPTA,Harding Blvd & James St
16811,SEPTA,Easton Rd & Center Av
16814,SEPTA,Easton Rd & Park Av
16819,SEPTA,Wadsworth Av & Cheltenham Av - FS
16820,SEPTA,Wadsworth Av & Pickering Av
16822,SEPTA,Wadsworth Av & Michener Av
16823,SEPTA,Wadsworth Av & Williams Av
16824,SEPTA,Wadsworth Av & Thouron St
16825,SEPTA,Easton Rd & Woolston Av - FS
16828,SEPTA,11th St & Tasker St
16831,SEPTA,11th St & Carpenter St
16832,SEPTA,11th St & Federal St
16833,SEPTA,11th St & Ellsworth St
16834,SEPTA,11th St & Christian St
16835,SEPTA,11th St & Catharine St
16836,SEPTA,11th St & Fitzwater St
16837,SEPTA,11th St & Bainbridge St
16838,SEPTA,11th St & South St
16839,SEPTA,11th St & Lombard St
1684,SEPTA,Arch Rd & Germantown Pk
16840,SEPTA,11th St & Pine St
16841,SEPTA,11th St & Spruce St
16842,SEPTA,11th St & Locust St
16843,SEPTA,11th St & Walnut St
16844,SEPTA,11th St & Chestnut St
16845,SEPTA,11th St & Arch St
16846,SEPTA,11th St & Race St
16847,SEPTA,11th St & Vine St
16849,SEPTA,11th St & Noble St
16850,SEPTA,11th St & Ridge Av
16851,SEPTA,11th St & Spring Garden St
16852,SEPTA,11th St & Green St
16853,SEPTA,11th St & Wallace St
16854,SEPTA,11th St & Fairmount Av
16855,SEPTA,11th St & Brown St
16856,SEPTA,11th St & Parrish St
16857,SEPTA,11th St & Poplar St
16858,SEPTA,11th St & Thompson St
16862,SEPTA,11th St & Master St
16863,SEPTA,11th St & Jefferson St
16864,SEPTA,11th St & Oxford St
16865,SEPTA,11th St & Cecil B Moore Av
16866,SEPTA,11th St & Montgomery Av
16867,SEPTA,11th St & Berks St
16868,SEPTA,11th St & Norris St
16869,SEPTA,11th St & Diamond St
1687,SEPTA,Butler Av & Main St
16870,SEPTA,11th St & Susquehanna Av
16871,SEPTA,11th St & Dauphin St
16872,SEPTA,11th St & York St
16873,SEPTA,11th St & Cumberland St
16874,SEPTA,11th St & Huntingdon St
16875,SEPTA,Huntingdon St & Germantown Av
16876,SEPTA,Germantown Av & Somerset St
16877,SEPTA,Germantown Av & Cambria St
16878,SEPTA,Germantown Av & Indiana Av
16879,SEPTA,Germantown Av & Glenwood Av
1688,SEPTA,Pennsylvania Av & Fort Wash Av
16880,SEPTA,Germantown Av & Sedgley Av
16881,SEPTA,Germantown Av & Hilton St
16882,SEPTA,Germantown Av & Westmoreland St
16883,SEPTA,Germantown Av & Rising Sun Av
16884,SEPTA,Germantown Av & Tioga St
16885,SEPTA,Germantown Av & Venango St
16886,SEPTA,Germantown Av & Pike St
16887,SEPTA,Germantown Av & Lycoming St
16888,SEPTA,Germantown Av & Hunting Park Av
16889,SEPTA,Germantown Av & Staub St
16890,SEPTA,Germantown Av & Juniata St
16891,SEPTA,Germantown Av & Saint Paul St
16892,SEPTA,Germantown Av & Dennie St
16893,SEPTA,Germantown Av & 20th St
16894,SEPTA,Germantown Av & Windrim Av
16903,SEPTA,Easton Rd & Royal Av - FS
16904,SEPTA,Cheltenham Av & Mt Pleasant Av
16908,SEPTA,Cheltenham Av & Washington Ln
16909,SEPTA,Cheltenham Av & Tulpehocken St
16910,SEPTA,Cheltenham Av & Williams Way
16911,SEPTA,Cheltenham Av & 20th St
16912,SEPTA,Cheltenham Av & Andrews Av
16913,SEPTA,Cheltenham Av & 19th St
16914,SEPTA,Cheltenham Av & Keenan St
16915,SEPTA,Cheltenham Av & 15th St
16923,SEPTA,Old York Rd & 65th Av
16924,SEPTA,Old York Rd & Chelten Av
16925,SEPTA,Old York Rd & Godfrey Av
16926,SEPTA,Old York Rd & Champlost Av
16930,SEPTA,Cheltenham Av & Greenwood St
16931,SEPTA,Cheltenham Av & Vernon Rd - FS
16932,SEPTA,Cheltenham Av & Mt Pleasant Av - MBFS
16933,SEPTA,Cheltenham Av & Mt Airy Av - FS
16935,SEPTA,Easton Rd & East Av
16936,SEPTA,Easton Rd & Susquehanna Rd - MBNS
16937,SEPTA,Easton Rd & Tyson Av
16939,SEPTA,Street Rd & Cathrine St
16941,SEPTA,Old York Rd & 7th Av
16942,SEPTA,Old York Rd & Summit Av
16943,SEPTA,Old York Rd & Monument Av
16944,SEPTA,Old York Rd & Montgomery Av - FS
16945,SEPTA,Old York Rd & Moreland Av
16947,SEPTA,Old York Rd & Lehman Av - FS
16949,SEPTA,Old York Rd & Newington Dr
16951,SEPTA,Old York Rd & Fairhill St - FS
16952,SEPTA,Old York Rd & Lincoln Av
16953,SEPTA,Old York Rd & Summit Av
16955,SEPTA,Easton Rd & Oakdale Av
16959,SEPTA,Olney Av & 2nd St
16960,SEPTA,Olney Av & American St - FS
16961,SEPTA,Olney Av & 4th St
16962,SEPTA,Olney Av & 5th St
16963,SEPTA,Olney Av & 6th St
16964,SEPTA,Olney Av & 7th St
16965,SEPTA,Olney Av & Wagner Av
16966,SEPTA,Olney Av & 10th St
1697,SEPTA,Arch Rd & Germantown Pk - MBFS
16979,SEPTA,Chew Av & Locust Av
16980,SEPTA,Chew Av & Price St
16981,SEPTA,Chew Av & Rittenhouse St
16982,SEPTA,Chew Av & Haines St
16983,SEPTA,Chew Av & High St
16984,SEPTA,Chew Av & Walnut Ln
16985,SEPTA,Easton Rd & Rodney St
16987,SEPTA,Mt Airy Av & Mansfield Av
1699,SEPTA,4th St & Ford St
16990,SEPTA,Mt Pleasant Av & Crittenden St
16992,SEPTA,Mt Pleasant Av & Anderson St
16998,SEPTA,Chester Av & 70th St
16999,SEPTA,Chester Av & 70th St
17,SEPTA,Comly Rd & Caroline Rd
17001,SEPTA,Mt Pleasant Av & Ardleigh St
17003,SEPTA,Mt Pleasant Av & Sprague St - NS
17005,SEPTA,Mt Pleasant Av & Boyer St
17006,SEPTA,Mt Pleasant Av & Chew Av
17009,SEPTA,Mt Pleasant Av & Bryan St
17010,SEPTA,Mt Pleasant Av & Mower St
17011,SEPTA,Mt Pleasant Av & Cresheim Rd
17016,SEPTA,Mt Pleasant Av & Lincoln Dr
17017,SEPTA,Mt Pleasant Av & Emlen St
17018,SEPTA,Mt Pleasant Av & Cherokee St
17019,SEPTA,Mt Pleasant Av & McCallum St
17020,SEPTA,McCallum St & Glen Echo Rd
17021,SEPTA,McCallum St & Ellett St
17022,SEPTA,McCallum St & Sedgwick St
17023,SEPTA,McCallum St & Carpenter Ln
17024,SEPTA,McCallum St & Westview Av
17025,SEPTA,McCallum St & Lincoln Dr
17026,SEPTA,Lincoln Dr & Greene St
17027,SEPTA,Lincoln Dr & Hortter St
17029,SEPTA,Wayne Av & Cliveden St
1703,SEPTA,1st Av & Freedom Business Center Dr
17037,SEPTA,Erie Av & 16th St
17038,SEPTA,Erie Av & 15th St
17039,SEPTA,Wayne Av & Johnson St
1704,SEPTA,Egypt Rd & Shannondell Blvd - FS
17040,SEPTA,Johnson St & Sherman St
17044,SEPTA,Germantown Av & Abbottsford Av
17047,SEPTA,Germantown Av & Logan St
17048,SEPTA,Germantown Av & Seymour St
17049,SEPTA,Germantown Av & Wister St
17050,SEPTA,Germantown Av & Ashmead St
17051,SEPTA,Germantown Av & Bringhurst St
17052,SEPTA,Germantown Av & Penn St
17053,SEPTA,Germantown Av & Coulter St
17054,SEPTA,Germantown Av & School House Ln
17055,SEPTA,Germantown Av & Armat St
17056,SEPTA,Germantown Av & Price St
1706,SEPTA,Church St & Main St - FS
17061,SEPTA,Knights Rd & Plum Av
17062,SEPTA,Franklin Mills Dr & Knights Rd
17064,SEPTA,Bristol Pk & Biddle Ln - MBFS
17067,SEPTA,Johnson St & Greene St
1707,SEPTA,Phoenixville Plaza
17071,SEPTA,Bristol Pk & Home Depot Plaza - FS
17072,SEPTA,Bristol Pk & Red Lion Rd
17075,SEPTA,Greene St & Duval St
1708,SEPTA,New St & Main St
17080,SEPTA,Greene St & Washington Ln
17084,SEPTA,Greene St & Tulpehocken St
17085,SEPTA,Greene St & Walnut Ln - FS
1709,SEPTA,Limerick Square Shopping Center
17099,SEPTA,Greene St & Harvey St
17100,SEPTA,Greene St & Rittenhouse St
17102,SEPTA,Old York Rd & Summit Av
17103,SEPTA,Philadelphia Airport Terminal A
17105,SEPTA,Philadelphia Airport Terminal D
17106,SEPTA,Old York Rd & Horsham Rd
17109,SEPTA,Old York Rd & Lehman Av
1711,SEPTA,Main St & New St
17110,SEPTA,York Rd & Byberry Rd
17112,SEPTA,Old York Rd & Madison Av - MBNS
17114,SEPTA,Old York & County Line - FS
17115,SEPTA,Street Rd & Jacksonville Rd - FS
17117,SEPTA,Broad St & Venango St
17118,SEPTA,Broad St & Tioga St
17120,SEPTA,Broad St & Ontario St - FS
17121,SEPTA,Broad St & Westmoreland Av - FS
17123,SEPTA,Greene St & Schoolhouse Ln
17124,SEPTA,Greene St & Coulter St
17125,SEPTA,Greene St & Penn St
17126,SEPTA,Greene St & Queen Ln
17127,SEPTA,Broad St & Indiana Av
17128,SEPTA,Greene St & Hansberry St
17129,SEPTA,Broad St & Glenwood Av
17130,SEPTA,Greene St & Manheim St
17132,SEPTA,Broad St & Somerset St
17133,SEPTA,Broad St & Lehigh Av - FS
17134,SEPTA,Broad St & Huntingdon St
17135,SEPTA,Broad St & Cumberland St
17136,SEPTA,Broad St & York St - FS
17137,SEPTA,Broad St & Dauphin St
17138,SEPTA,Broad St & Susquehanna Av
17139,SEPTA,Downey Dr & Van Horn Dr
1714,SEPTA,Montgomery Av & Station Av
17140,SEPTA,Van Horn Dr & Craven Av - FS
17141,SEPTA,Van Horn Dr & Jacksonville Rd
17142,SEPTA,Old York Rd & Madison Av
17144,SEPTA,Old York Rd & Mill Rd
17145,SEPTA,Willow Grove Av & Winston Rd
17146,SEPTA,Willow Grove Av & Crittenden St
17147,SEPTA,Willow Grove Av & Stenton Av
17148,SEPTA,Willow Grove Av & Pine Rd
17149,SEPTA,Willow Grove Av & Ardmore Av
